CID,BDATE,GEN
AW00025075,11-23-68,Female
AW00025076,08-11-74,Female
AW00025077,02-02-80,Male
AW00025078,03-20-84,Male
AW00025079,12-18-67,Female
AW00025080,01-11-73,Female
AW00025081,03-08-67,Female
AW00025082,08-02-66,Male
AW00025083,12-15-66,Male
AW00025084,04-09-67,Male
AW00025085,02-22-67,Male
AW00025086,02-23-67,Female
AW00025087,11-12-66,Male
AW00025088,02-07-72,Female
AW00025089,03-08-66,Female
AW00025090,12-30-65,Male
AW00025091,01-07-71,Male
AW00025092,10-13-71,Female
AW00025093,12-24-72,Female
AW00025094,09-11-72,Male
AW00025095,07-10-78,Male
AW00025096,04-19-78,Female
AW00025097,12-17-65,Male
AW00025098,01-24-66,Male
AW00025099,02-24-71,Female
AW00025100,11-10-64,Female
AW00025101,04-13-81,Male
AW00025102,02-14-65,Female
AW00025103,08-16-64,Female
AW00025104,04-11-65,Female
AW00025105,05-19-65,Male
AW00025106,05-22-86,Male
AW00025107,05-13-80,Male
AW00025108,05-06-74,Male
AW00025109,11-03-75,Male
AW00025110,07-26-75,Female
AW00025111,04-04-76,Male
AW00025112,04-17-74,Female
AW00025113,10-15-73,Male
AW00025114,04-24-74,Male
AW00025115,01-25-74,Male
AW00025116,07-05-79,Male
AW00025117,09-30-73,Female
AW00025118,06-06-73,Male
AW00025119,11-13-74,Female
AW00025120,12-08-80,Female
AW00025121,03-19-75,Male
AW00025122,03-12-78,Female
AW00025123,08-31-72,Female
AW00025124,10-05-78,Male
AW00025125,03-19-72,Male
AW00025126,11-21-77,Male
AW00025127,01-18-72,Female
AW00025128,12-21-70,Male
AW00025129,12-04-76,Male
AW00025130,08-16-81,Male
AW00025131,04-08-71,Male
AW00025132,09-16-84,Female
AW00025133,06-04-74,Female
AW00025134,08-14-73,Male
AW00025135,11-06-73,Male
AW00025136,07-14-79,Male
AW00025137,01-29-74,Female
AW00025138,03-15-74,Male
AW00025139,08-22-75,Male
AW00025140,09-26-69,Female
AW00025141,03-16-79,Male
AW00025142,05-11-80,Female
AW00025143,10-06-79,Female
AW00025144,12-12-79,Male
AW00025145,02-22-80,Male
AW00025146,07-25-58,Male
AW00025147,09-15-62,Female
AW00025148,04-05-63,Male
AW00025149,06-14-63,Female
AW00025150,11-23-68,Male
AW00025151,11-08-61,Female
AW00025152,08-12-78,Female
AW00025153,12-22-70,Male
AW00025154,12-02-76,Male
AW00025155,07-02-81,Female
AW00025156,03-24-71,Female
AW00025157,08-15-69,Female
AW00025158,09-13-69,Female
AW00025159,01-24-70,Female
AW00025160,02-16-81,Female
AW00025161,05-10-75,Female
AW00025162,11-08-75,Male
AW00025163,10-23-61,Female
AW00025164,02-21-62,Male
AW00025165,07-17-61,Female
AW00025166,10-01-61,Male
AW00025167,05-13-62,Male
AW00025168,10-22-60,Male
AW00025169,03-01-40,Male
AW00025170,05-14-74,Male
AW00025171,03-18-74,Male
AW00025172,05-15-69,Male
AW00025173,11-02-67,Female
AW00025174,02-10-68,Female
AW00025175,04-02-68,Male
AW00025176,12-12-67,Male
AW00025177,03-12-78,Male
AW00025178,04-17-72,Female
AW00025179,08-05-66,Male
AW00025180,09-22-66,Female
AW00025181,12-20-66,Male
AW00025182,03-01-72,Female
AW00025183,10-04-66,Male
AW00025184,09-22-66,Male
AW00025185,01-05-67,Female
AW00025186,04-01-61,Female
AW00025187,02-11-41,Female
AW00025188,07-12-41,Male
AW00025189,10-08-52,Male
AW00025190,12-12-41,Female
AW00025191,12-08-41,Male
AW00025192,01-29-66,Female
AW00025193,10-05-71,Female
AW00025194,12-08-59,Female
AW00025195,04-18-60,Female
AW00025196,04-19-71,Male
AW00025197,09-05-59,Male
AW00025198,05-05-65,Female
AW00025199,10-19-58,Male
AW00025200,02-13-58,Male
AW00025201,03-15-62,Male
AW00025202,01-21-57,Male
AW00025203,08-22-56,Female
AW00025204,03-19-56,Female
AW00025205,09-10-60,Male
AW00025206,10-02-60,Male
AW00025207,08-09-54,Female
AW00025208,04-06-55,Male
AW00025209,04-03-55,Female
AW00025210,11-22-75,Female
AW00025211,01-11-70,Female
AW00025212,12-29-68,Male
AW00025213,03-26-69,Female
AW00025214,08-03-68,Male
AW00025215,02-11-74,Female
AW00025216,06-04-74,Female
AW00025217,04-15-73,Male
AW00025218,02-15-73,Female
AW00025219,09-16-72,Female
AW00025220,11-18-72,Female
AW00025221,10-15-66,Female
AW00025222,04-17-72,Female
AW00025223,09-18-71,Male
AW00025224,09-24-70,Male
AW00025225,10-22-70,Female
AW00025226,05-09-71,Male
AW00025227,01-16-82,Male
AW00025228,10-11-75,Male
AW00025229,09-12-69,Female
AW00025230,05-16-70,Female
AW00025231,12-19-64,Female
AW00025232,09-09-64,Female
AW00025233,11-05-64,Male
AW00025234,10-06-74,Female
AW00025235,06-26-68,Female
AW00025236,07-09-67,Male
AW00025237,12-12-78,Male
AW00025238,07-16-67,Male
AW00025239,12-23-67,Female
AW00025240,08-14-72,Male
AW00025241,06-23-64,Male
AW00025242,04-17-69,Female
AW00025243,09-05-63,Female
AW00025244,09-04-62,Male
AW00025245,08-26-41,Male
AW00025246,12-12-41,Male
AW00025247,05-13-71,Female
AW00025248,09-16-65,Female
AW00025249,02-05-63,Female
AW00025250,10-09-62,Male
AW00025251,06-18-68,Female
AW00025252,10-02-61,Male
AW00025253,07-12-81,Male
AW00025254,12-08-81,Female
AW00025255,10-24-80,Male
AW00025256,10-25-80,Male
AW00025257,04-01-86,Male
AW00025258,02-10-86,Male
AW00025259,03-21-85,Male
AW00025260,02-08-84,Male
AW00025261,03-31-84,Male
AW00025262,03-05-44,Male
AW00025263,03-13-44,Female
AW00025264,10-14-82,Male
AW00025265,08-21-84,Female
AW00025266,10-20-44,Female
AW00025267,11-18-44,Male
AW00025268,08-11-44,Male
AW00025269,09-30-44,Female
AW00025270,03-02-49,Female
AW00025271,05-23-60,Male
AW00025272,09-18-48,Male
AW00025273,12-02-48,Male
AW00025274,02-10-82,Female
AW00025275,08-25-81,Female
AW00025276,01-05-82,Female
AW00025277,07-14-81,Male
AW00025278,06-20-82,Female
AW00025279,09-07-81,Female
AW00025280,12-03-81,Female
AW00025281,03-13-81,Male
AW00025282,01-06-85,Male
AW00025283,03-03-80,Female
AW00025284,06-16-83,Female
AW00025285,11-30-77,Male
AW00025286,03-04-78,Male
AW00025287,11-13-83,Female
AW00025288,03-08-74,Female
AW00025289,03-01-74,Female
AW00025290,04-22-74,Male
AW00025291,10-24-73,Female
AW00025292,11-11-72,Male
AW00025293,04-21-69,Male
AW00025294,04-17-77,Female
AW00025295,03-01-75,Male
AW00025296,07-05-62,Female
AW00025297,09-16-79,Male
AW00025298,10-23-85,Male
AW00025299,04-25-86,Male
AW00025300,10-30-85,Male
AW00025301,11-16-85,Male
AW00025302,11-23-83,Male
AW00025303,05-24-84,Male
AW00025304,09-14-83,Male
AW00025305,11-07-78,Male
AW00025306,12-20-84,Male
AW00025307,03-24-79,Female
AW00025308,08-12-77,Female
AW00025309,11-23-77,Female
AW00025310,10-08-82,Female
AW00025311,06-03-78,Female
AW00025312,10-06-77,Male
AW00025313,10-30-76,Male
AW00025314,05-03-77,Male
AW00025315,12-15-76,Male
AW00025316,04-15-77,Male
AW00025317,03-20-77,Male
AW00025318,12-21-76,Male
AW00025319,08-29-76,Male
AW00025320,03-10-77,Male
AW00025321,03-03-81,Male
AW00025322,09-03-76,Female
AW00025323,10-31-76,Male
AW00025324,02-19-77,Female
AW00025325,08-16-23,Male
AW00025326,09-02-75,Male
AW00025327,11-08-80,Male
AW00025328,12-14-79,Female
AW00025329,12-18-79,Female
AW00025330,03-21-35,Female
AW00025331,03-31-72,Male
AW00025332,01-23-72,Male
AW00025333,01-23-72,Male
AW00025334,10-08-82,Male
AW00025335,10-13-59,Male
AW00025336,02-18-60,Male
AW00025337,04-15-60,Female
AW00025338,04-10-60,Male
AW00025339,04-09-65,Male
AW00025340,05-20-61,Male
AW00025341,11-21-60,Female
AW00025342,10-03-66,Male
AW00025343,09-19-66,Female
AW00025344,07-24-60,Male
AW00025345,08-11-61,Female
AW00025346,02-09-62,Male
AW00025347,11-29-67,Female
AW00025348,01-15-62,Female
AW00025349,03-25-62,Male
AW00025350,08-24-62,Male
AW00025351,10-19-68,Female
AW00025352,08-14-62,Male
AW00025353,04-16-68,Female
AW00025354,08-13-68,Male
AW00025355,12-01-62,Male
AW00025356,10-19-68,Male
AW00025357,07-19-68,Male
AW00025358,08-10-62,Female
AW00025359,11-24-62,Male
AW00025360,09-12-73,Male
AW00025361,12-19-63,Female
AW00025362,12-15-69,Female
AW00025363,08-19-63,Female
AW00025364,12-31-63,Male
AW00025365,02-21-64,Female
AW00025366,08-11-74,Male
AW00025367,02-02-65,Female
AW00025368,12-31-64,Male
AW00025369,04-03-70,Male
AW00025370,05-20-65,Female
AW00025371,02-18-83,Female
AW00025372,05-06-79,Female
AW00025373,06-04-84,Female
AW00025374,08-12-78,Female
AW00025375,09-18-77,Male
AW00025376,11-03-77,Female
AW00025377,08-12-76,Female
AW00025378,02-12-77,Female
AW00025379,10-06-77,Female
AW00025380,08-06-83,Male
AW00025381,07-05-77,Male
AW00025382,03-16-83,Male
AW00025383,09-08-75,Male
AW00025384,07-15-75,Female
AW00025385,10-03-75,Female
AW00025386,05-10-81,Female
AW00025387,11-29-75,Female
AW00025388,02-11-75,Male
AW00025389,09-11-74,Female
AW00025390,05-24-80,Female
AW00025391,09-22-74,Female
AW00025392,04-03-75,Male
AW00025393,12-10-82,Male
AW00025394,05-03-77,Male
AW00025395,10-30-82,Female
AW00025396,08-19-76,Male
AW00025397,10-25-76,Male
AW00025398,12-21-76,Male
AW00025399,12-10-82,Male
AW00025400,04-13-77,Male
AW00025401,03-28-82,Male
AW00025402,06-17-80,Female
AW00025403,11-10-74,Female
AW00025404,11-20-73,Male
AW00025405,10-15-73,Male
AW00025406,03-22-74,Female
AW00025407,05-07-74,Male
AW00025408,12-11-73,Female
AW00025409,06-16-79,Male
AW00025410,10-14-79,Female
AW00025411,08-24-72,Female
AW00025412,09-09-75,Male
AW00025413,12-05-75,Female
AW00025414,05-10-76,Female
AW00025415,08-25-75,Male
AW00025416,12-03-24,Male
AW00025417,11-23-72,Female
AW00025418,04-13-73,Female
AW00025419,03-08-73,Male
AW00025420,06-21-84,Female
AW00025421,03-15-73,Male
AW00025422,02-15-77,Male
AW00025423,02-03-77,Male
AW00025424,01-31-72,Male
AW00025425,10-06-77,Male
AW00025426,09-19-71,Male
AW00025427,05-19-83,Male
AW00025428,01-12-75,Female
AW00025429,03-30-80,Female
AW00025430,07-03-80,Female
AW00025431,01-12-71,Female
AW00025432,02-08-71,Female
AW00025433,05-05-71,Male
AW00025434,10-06-70,Male
AW00025435,09-22-70,Female
AW00025436,01-01-71,Female
AW00025437,05-17-71,Male
AW00025438,04-20-82,Female
AW00025439,01-14-71,Female
AW00025440,10-06-70,Male
AW00025441,01-23-55,Female
AW00025442,11-01-73,Male
AW00025443,12-19-73,Female
AW00025444,09-15-73,Female
AW00025445,05-16-74,Female
AW00025446,04-09-74,Female
AW00025447,08-14-73,Male
AW00025448,08-03-79,Male
AW00025449,06-11-78,Male
AW00025450,05-11-73,Male
AW00025451,02-24-73,Male
AW00025452,10-01-78,Female
AW00025453,02-22-78,Male
AW00025454,09-29-72,Male
AW00025455,01-10-83,Male
AW00025456,07-22-71,Male
AW00025457,11-30-71,Male
AW00025458,08-08-71,Male
AW00025459,03-23-83,Male
AW00025460,01-21-72,Female
AW00025461,10-05-78,Male
AW00025462,11-14-72,Male
AW00025463,08-25-71,Male
AW00025464,08-31-71,Male
AW00025465,08-08-71,Female
AW00025466,05-16-71,Female
AW00025467,08-06-76,Male
AW00025468,08-13-70,Female
AW00025469,12-15-70,Female
AW00025470,09-10-81,Male
AW00025471,11-18-70,Male
AW00025472,08-18-76,Male
AW00025473,02-09-71,Female
AW00025474,06-09-70,Male
AW00025475,08-05-69,Female
AW00025476,08-31-69,Female
AW00025477,01-31-39,Female
AW00025478,08-15-71,Female
AW00025479,01-23-72,Male
AW00025480,12-09-71,Male
AW00025481,02-20-83,Male
AW00025482,09-17-67,Male
AW00025483,01-30-45,Male
AW00025484,06-10-76,Female
AW00025485,04-08-76,Male
AW00025486,09-16-76,Male
AW00025487,01-19-71,Female
AW00025488,05-18-71,Female
AW00025489,05-03-71,Male
AW00025490,05-10-70,Male
AW00025491,07-04-69,Female
AW00025492,05-24-75,Female
AW00025493,03-19-70,Male
AW00025494,11-30-68,Male
AW00025495,10-06-74,Female
AW00025496,09-13-68,Female
AW00025497,05-30-69,Male
AW00025498,12-10-68,Male
AW00025499,04-16-85,Female
AW00025500,12-12-84,Female
AW00025501,03-18-74,Male
AW00025502,06-30-68,Female
AW00025503,08-19-67,Male
AW00025504,04-10-84,Male
AW00025505,05-19-84,Male
AW00025506,09-21-83,Female
AW00025507,05-27-83,Female
AW00025508,12-01-82,Female
AW00025509,02-20-83,Male
AW00025510,04-27-83,Male
AW00025511,03-08-83,Female
AW00025512,02-21-82,Male
AW00025513,03-08-82,Female
AW00025514,01-09-82,Male
AW00025515,06-04-82,Female
AW00025516,02-22-81,Female
AW00025517,12-15-81,Female
AW00025518,04-04-82,Male
AW00025519,06-22-82,Female
AW00025520,05-11-82,Female
AW00025521,01-22-82,Male
AW00025522,03-13-82,Female
AW00025523,03-21-81,Male
AW00025524,06-01-80,Male
AW00025525,04-17-81,Female
AW00025526,05-06-81,Male
AW00025527,11-08-18,Male
AW00025528,02-02-80,Female
AW00025529,09-19-67,Male
AW00025530,11-01-67,Male
AW00025531,05-03-79,Female
AW00025532,09-30-67,Male
AW00025533,12-30-66,Female
AW00025534,03-17-41,Male
AW00025535,01-18-42,Female
AW00025536,04-25-42,Female
AW00025537,08-06-41,Male
AW00025538,01-03-68,Male
AW00025539,01-18-68,Male
AW00025540,07-04-73,Male
AW00025541,09-18-69,Male
AW00025542,07-12-63,Male
AW00025543,09-20-67,Male
AW00025544,06-20-73,Male
AW00025545,12-17-60,Female
AW00025546,07-22-59,Female
AW00025547,11-10-44,Female
AW00025548,11-20-45,Female
AW00025549,04-26-47,Female
AW00025550,01-31-47,Female
AW00025551,12-23-46,Male
AW00025552,10-05-46,Female
AW00025553,08-22-46,Male
AW00025554,04-20-49,Male
AW00025555,08-12-85,Female
AW00025556,03-26-86,Female
AW00025557,01-30-86,Male
AW00025558,09-12-85,Male
AW00025559,03-10-86,Male
AW00025560,11-22-83,Female
AW00025561,08-23-82,Male
AW00025562,04-07-85,Female
AW00025563,10-26-83,Female
AW00025564,03-20-83,Male
AW00025565,06-06-83,Male
AW00025566,03-26-83,Female
AW00025567,01-09-83,Male
AW00025568,03-21-83,Female
AW00025569,07-14-54,Male
AW00025570,11-13-48,Female
AW00025571,12-06-48,Male
AW00025572,03-02-49,Male
AW00025573,10-06-48,Female
AW00025574,03-12-67,Male
AW00025575,02-24-67,Male
AW00025576,09-09-66,Female
AW00025577,07-14-72,Male
AW00025578,11-18-66,Female
AW00025579,08-08-65,Male
AW00025580,04-20-66,Female
AW00025581,01-24-66,Female
AW00025582,12-17-65,Male
AW00025583,09-03-64,Female
AW00025584,10-14-64,Female
AW00025585,10-07-64,Male
AW00025586,02-20-64,Female
AW00025587,10-18-65,Male
AW00025588,01-31-65,Male
AW00025589,02-23-70,Female
AW00025590,03-23-76,Female
AW00025591,10-20-75,Male
AW00025592,03-14-86,Female
AW00025593,08-13-85,Male
AW00025594,12-31-75,Female
AW00025595,01-31-76,Male
AW00025596,04-22-76,Female
AW00025597,11-03-75,Male
AW00025598,01-14-76,Female
AW00025599,06-04-80,Male
AW00025600,08-22-74,Male
AW00025601,04-19-75,Female
AW00025602,07-05-74,Male
AW00025603,03-20-80,Female
AW00025604,09-24-74,Male
AW00025605,10-20-57,Female
AW00025606,05-09-58,Female
AW00025607,05-22-69,Female
AW00025608,01-31-58,Female
AW00025609,05-02-57,Female
AW00025610,04-20-79,Female
AW00025611,11-07-79,Female
AW00025612,03-21-74,Male
AW00025613,06-18-74,Male
AW00025614,11-13-73,Female
AW00025615,10-26-73,Female
AW00025616,08-26-73,Male
AW00025617,02-09-79,Male
AW00025618,12-22-73,Male
AW00025619,09-16-84,Male
AW00025620,10-25-73,Male
AW00025621,07-13-73,Male
AW00025622,01-06-79,Female
AW00025623,03-02-79,Female
AW00025624,04-09-74,Female
AW00025625,01-15-70,Female
AW00025626,05-18-75,Female
AW00025627,09-21-69,Male
AW00025628,05-24-75,Female
AW00025629,10-03-74,Male
AW00025630,04-12-69,Female
AW00025631,08-04-74,Female
AW00025632,04-16-38,Male
AW00025633,02-08-39,Female
AW00025634,11-21-77,Female
AW00025635,10-07-71,Male
AW00025636,03-22-77,Male
AW00025637,04-20-77,Female
AW00025638,09-08-70,Male
AW00025639,01-30-71,Male
AW00025640,05-21-82,Female
AW00025641,08-26-70,Female
AW00025642,09-09-70,Male
AW00025643,02-12-81,Male
AW00025644,07-05-75,Male
AW00025645,02-16-81,Male
AW00025646,04-12-81,Male
AW00025647,02-05-75,Female
AW00025648,12-13-79,Female
AW00025649,05-23-69,Female
AW00025650,05-02-74,Female
AW00025651,12-13-68,Male
AW00025652,12-25-83,Female
AW00025653,03-20-83,Male
AW00025654,09-30-84,Female
AW00025655,02-11-74,Female
AW00025656,05-08-68,Female
AW00025657,10-12-67,Female
AW00025658,11-01-67,Male
AW00025659,08-05-67,Male
AW00025660,09-24-67,Male
AW00025661,01-09-68,Male
AW00025662,11-06-83,Male
AW00025663,01-20-84,Male
AW00025664,01-19-84,Male
AW00025665,04-04-83,Female
AW00025666,05-05-83,Male
AW00025667,04-27-83,Female
AW00025668,03-25-83,Female
AW00025669,05-27-83,Female
AW00025670,01-06-82,Female
AW00025671,05-06-82,Male
AW00025672,10-10-80,Female
AW00025673,10-08-81,Male
AW00025674,01-23-82,Male
AW00025675,12-09-81,Male
AW00025676,02-10-82,Female
AW00025677,08-25-79,Female
AW00025678,05-02-80,Female
AW00025679,12-18-80,Female
AW00025680,03-25-81,Male
AW00025681,08-29-80,Female
AW00025682,11-22-84,Female
AW00025683,02-22-76,Female
AW00025684,08-31-67,Male
AW00025685,06-18-68,Female
AW00025686,05-01-84,Female
AW00025687,03-13-67,Female
AW00025688,01-22-67,Male
AW00025689,11-20-67,Female
AW00025690,06-09-72,Male
AW00025691,01-22-67,Male
AW00025692,12-14-40,Male
AW00025693,02-19-68,Female
AW00025694,10-17-78,Female
AW00025695,10-14-63,Female
AW00025696,02-19-63,Male
AW00025697,10-09-61,Male
AW00025698,01-25-62,Female
AW00025699,03-21-62,Male
AW00025700,02-15-60,Female
AW00025701,12-02-45,Male
AW00025702,10-12-47,Female
AW00025703,01-18-48,Female
AW00025704,08-04-85,Male
AW00025705,12-23-84,Male
AW00025706,12-12-83,Male
AW00025707,05-22-84,Male
AW00025708,01-06-84,Female
AW00025709,07-08-84,Female
AW00025710,05-20-85,Female
AW00025711,03-22-85,Male
AW00025712,02-12-85,Male
AW00025713,09-15-84,Female
AW00025714,03-02-84,Male
AW00025715,01-18-84,Female
AW00025716,05-24-84,Male
AW00025717,09-15-83,Male
AW00025718,02-21-83,Male
AW00025719,02-07-54,Female
AW00025720,10-01-48,Male
AW00025721,04-18-49,Female
AW00025722,01-16-67,Male
AW00025723,05-13-67,Female
AW00025724,02-23-67,Female
AW00025725,02-01-72,Male
AW00025726,05-05-67,Male
AW00025727,05-21-67,Female
AW00025728,09-05-66,Male
AW00025729,07-11-65,Female
AW00025730,07-12-65,Female
AW00025731,10-31-65,Female
AW00025732,09-07-71,Female
AW00025733,05-13-76,Female
AW00025734,03-09-75,Male
AW00025735,04-03-66,Female
AW00025736,09-01-76,Male
AW00025737,03-13-82,Male
AW00025738,01-12-65,Female
AW00025739,12-18-63,Male
AW00025740,09-19-75,Female
AW00025741,10-24-75,Female
AW00025742,08-11-74,Female
AW00025743,10-08-81,Male
AW00025744,11-17-75,Male
AW00025745,12-08-74,Female
AW00025746,04-22-80,Female
AW00025747,01-18-75,Male
AW00025748,02-08-75,Female
AW00025749,01-30-86,Female
AW00025750,08-30-74,Male
AW00025751,01-31-80,Female
AW00025752,04-24-58,Female
AW00025753,02-10-57,Female
AW00025754,11-17-62,Male
AW00025755,04-21-79,Male
AW00025756,08-09-79,Female
AW00025757,01-08-74,Male
AW00025758,10-01-84,Female
AW00025759,02-09-79,Female
AW00025760,06-04-74,Female
AW00025761,12-11-73,Female
AW00025762,08-11-73,Female
AW00025763,05-03-74,Female
AW00025764,09-14-73,Female
AW00025765,05-16-74,Female
AW00025766,09-06-73,Female
AW00025767,10-19-79,Female
AW00025768,12-30-67,Male
AW00025769,12-25-62,Male
AW00025770,09-20-67,Male
AW00025771,10-06-61,Female
AW00025772,05-05-62,Male
AW00025773,05-21-67,Male
AW00025774,08-29-72,Male
AW00025775,11-19-61,Female
AW00025776,11-10-72,Male
AW00025777,09-03-71,Female
AW00025778,09-30-71,Male
AW00025779,05-13-55,Male
AW00025780,12-03-49,Female
AW00025781,08-18-49,Male
AW00025782,06-30-57,Male
AW00025783,03-14-52,Male
AW00025784,06-01-52,Male
AW00025785,02-08-71,Male
AW00025786,12-29-58,Female
AW00025787,09-21-70,Male
AW00025788,10-04-65,Female
AW00025789,02-09-59,Female
AW00025790,03-10-59,Male
AW00025791,05-23-64,Male
AW00025792,10-05-58,Female
AW00025793,08-13-64,Female
AW00025794,10-21-63,Female
AW00025795,01-10-58,Female
AW00025796,03-09-63,Male
AW00025797,05-07-57,Male
AW00025798,09-20-56,Male
AW00025799,09-14-56,Female
AW00025800,11-16-55,Female
AW00025801,10-30-55,Male
AW00025802,11-10-60,Male
AW00025803,11-06-54,Male
AW00025804,04-04-60,Male
AW00025805,10-29-54,Female
AW00025806,05-03-59,Male
AW00025807,05-09-53,Female
AW00025808,10-29-52,Female
AW00025809,05-25-81,Male
AW00025810,03-10-86,Male
AW00025811,01-23-82,Male
AW00025812,09-12-81,Female
AW00025813,06-07-81,Male
AW00025814,04-11-81,Female
AW00025815,03-21-86,Female
AW00025816,02-06-81,Female
AW00025817,05-05-79,Male
AW00025818,05-07-80,Male
AW00025819,02-15-79,Male
AW00025820,11-21-84,Male
AW00025821,01-13-79,Female
AW00025822,01-21-84,Male
AW00025823,01-23-79,Male
AW00025824,06-22-83,Male
AW00025825,12-05-77,Female
AW00025826,10-08-77,Male
AW00025827,08-29-76,Female
AW00025828,08-30-81,Male
AW00025829,03-12-81,Female
AW00025830,08-29-75,Male
AW00025831,12-22-76,Male
AW00025832,09-30-76,Male
AW00025833,02-05-60,Female
AW00025834,05-18-54,Male
AW00025835,06-08-53,Female
AW00025836,06-18-43,Male
AW00025837,04-25-43,Male
AW00025838,02-23-49,Female
AW00025839,03-05-44,Male
AW00025840,07-17-43,Female
AW00025841,09-24-43,Female
AW00025842,10-07-44,Male
AW00025843,08-16-44,Male
AW00025844,10-16-51,Female
AW00025845,01-10-46,Male
AW00025846,02-23-46,Female
AW00025847,06-11-46,Female
AW00025848,12-09-46,Male
AW00025849,01-23-47,Female
AW00025850,09-21-46,Male
AW00025851,09-11-46,Male
AW00025852,06-23-53,Female
AW00025853,01-30-49,Female
AW00025854,02-06-49,Male
AW00025855,10-02-48,Male
AW00025856,11-14-49,Male
AW00025857,03-05-50,Female
AW00025858,05-05-51,Female
AW00025859,12-02-50,Female
AW00025860,11-24-50,Male
AW00025861,08-26-50,Male
AW00025862,03-02-51,Male
AW00025863,06-01-52,Female
AW00025864,12-05-51,Female
AW00025865,11-06-51,Male
AW00025866,05-09-52,Male
AW00025867,04-18-52,Male
AW00025868,05-03-52,Female
AW00025869,08-06-58,Male
AW00025870,03-31-53,Male
AW00025871,12-20-52,Male
AW00025872,04-12-64,Female
AW00025873,11-10-52,Male
AW00025874,08-11-58,Female
AW00025875,06-09-59,Female
AW00025876,11-30-53,Male
AW00025877,06-03-54,Female
AW00025878,12-07-53,Female
AW00025879,12-09-53,Female
AW00025880,11-05-53,Male
AW00025881,03-19-59,Female
AW00025882,02-20-54,Male
AW00025883,01-31-60,Male
AW00025884,04-17-56,Male
AW00025885,10-13-61,Female
AW00025886,11-14-55,Female
AW00025887,05-20-61,Male
AW00025888,04-19-61,Female
AW00025889,11-23-55,Male
AW00025890,03-14-56,Female
AW00025891,03-20-56,Male
AW00025892,09-17-56,Female
AW00025893,10-23-56,Female
AW00025894,10-30-56,Male
AW00025895,09-02-57,Male
AW00025896,01-31-58,Female
AW00025897,04-11-58,Female
AW00025898,05-16-58,Female
AW00025899,04-03-58,Female
AW00025900,10-12-57,Female
AW00025901,05-15-58,Male
AW00025902,01-03-58,Male
AW00025903,11-20-57,Male
AW00025904,05-15-59,Male
AW00025905,11-21-64,Male
AW00025906,09-30-49,Female
AW00025907,02-21-50,Female
AW00025908,09-19-84,Female
AW00025909,12-02-84,Male
AW00025910,03-17-85,Female
AW00025911,09-30-83,Female
AW00025912,12-19-52,Male
AW00025913,08-06-58,Male
AW00025914,09-29-83,Male
AW00025915,11-06-83,Female
AW00025916,01-10-84,Female
AW00025917,09-22-83,Male
AW00025918,08-10-51,Female
AW00025919,10-30-57,Female
AW00025920,12-15-51,Male
AW00025921,09-16-58,Male
AW00025922,03-13-53,Female
AW00025923,02-19-59,Male
AW00025924,05-19-84,Female
AW00025925,05-02-83,Female
AW00025926,09-12-59,Male
AW00025927,06-03-54,Female
AW00025928,12-06-53,Male
AW00025929,03-25-83,Female
AW00025930,01-07-83,Male
AW00025931,02-07-83,Male
AW00025932,05-25-83,Male
AW00025933,12-03-82,Male
AW00025934,03-23-83,Male
AW00025935,09-15-54,Female
AW00025936,10-23-60,Female
AW00025937,04-18-60,Male
AW00025938,04-21-55,Male
AW00025939,10-20-61,Male
AW00025940,02-10-57,Male
AW00025941,11-13-56,Female
AW00025942,07-16-85,Female
AW00025943,08-02-84,Female
AW00025944,04-17-58,Male
AW00025945,08-16-57,Male
AW00025946,03-19-64,Female
AW00025947,04-11-60,Male
AW00025948,05-06-65,Female
AW00025949,07-18-59,Female
AW00025950,12-23-80,Male
AW00025951,03-15-86,Male
AW00025952,11-18-80,Male
AW00025953,05-10-81,Male
AW00025954,02-06-81,Male
AW00025955,11-12-80,Female
AW00025956,06-18-80,Male
AW00025957,01-07-82,Female
AW00025958,09-08-61,Male
AW00025959,05-10-82,Female
AW00025960,12-03-62,Male
AW00025961,09-24-62,Male
AW00025962,01-25-84,Female
AW00025963,05-13-80,Male
AW00025964,08-09-79,Male
AW00025965,12-20-71,Female
AW00025966,12-15-71,Male
AW00025967,03-25-63,Female
AW00025968,04-08-70,Male
AW00025969,10-15-69,Male
AW00025970,03-13-70,Female
AW00025971,10-05-68,Female
AW00025972,01-01-69,Female
AW00025973,09-10-68,Female
AW00025974,04-01-74,Male
AW00025975,09-17-68,Female
AW00025976,10-15-73,Male
AW00025977,04-20-79,Female
AW00025978,05-23-31,Female
AW00025979,01-29-74,Male
AW00025980,04-06-74,Female
AW00025981,05-14-69,Male
AW00025982,10-14-68,Female
AW00025983,02-18-69,Male
AW00025984,05-25-69,Female
AW00025985,11-23-68,Male
AW00025986,07-23-68,Female
AW00025987,11-18-78,Male
AW00025988,01-14-73,Male
AW00025989,01-14-73,Male
AW00025990,02-19-68,Female
AW00025991,03-08-73,Female
AW00025992,11-09-67,Female
AW00025993,11-20-77,Female
AW00025994,03-10-83,Male
AW00025995,09-30-66,Male
AW00025996,02-12-67,Female
AW00025997,05-21-67,Female
AW00025998,09-01-66,Male
AW00025999,12-29-65,Male
AW00026000,10-02-71,Male
AW00026001,09-21-72,Male
AW00026002,04-01-73,Male
AW00026003,05-24-73,Female
AW00026004,05-08-66,Female
AW00026005,05-18-66,Female
AW00026006,04-22-65,Male
